TransactionDate,TransactionID,CustomerID,CustomerName,CustomerGender,CustomerAge,TransactionAmount,transactionType,TransactionLocation
2/4/2025,64424f50-c727-4d20-b68a-2436ba75365c,5,Michael Holt,Female,35,157.99,deposit,"300 Houston Street Branch, Downtown New York"
2/5/2025,4fac432f-862d-4330-9985-130617017d85,9,Kenneth Terry,Female,50,1884.21,deposit,"800 Water Street Branch, Downtown New York"
2/4/2025,6c9f1a9e-e8af-43e3-bce9-54b052ec38dd,5,Michael Holt,Female,35,2303.46,withdrawal,"300 Houston Street Branch, Downtown New York"
2/9/2025,a27ceb79-ea4e-4536-994f-f411f4eaa6d1,8,Stuart Roy,Male,32,1343.01,withdrawal,"800 Water Street Branch, Downtown New York"
1/31/2025,32204495-ef2a-442b-bf33-917a3eefe5ae,9,Kenneth Terry,Female,50,1561.19,deposit,"800 Water Street Branch, Downtown New York"
2/9/2025,0bd631e8-95d9-45ee-98c6-4388649f9de1,8,Stuart Roy,Male,32,1571.69,withdrawal,"Grand Central Station ATM, Midtown  New York"
2/8/2025,44f5e37e-fe82-4fe9-8798-2a373652ce05,3,Julie Wilson,Male,17,2464.5,deposit,"800 Water Street Branch, Downtown New York"
2/3/2025,46890dec-9185-4e6a-8cd2-afed714b9f73,1,Bryan Murphy,Female,48,495.95,deposit,"100 Wall Street Branch, Downtown New York"
2/9/2025,dbfb1007-7765-41f4-a8a8-994ecc159c4d,9,Kenneth Terry,Female,50,865.25,deposit,"100 Wall Street Branch, Downtown New York"
2/6/2025,ceaa2720-2f88-4eb3-a76e-9623330796b6,10,Michelle Anderson,Female,58,1001,deposit,"750 Madison Avenue, Midtown New York"
2/7/2025,89f1eae3-5a58-49d1-9a64-8f4a64eb1b31,5,Michael Holt,Female,35,1023.58,deposit,"800 Water Street Branch, Downtown New York"
2/5/2025,1dc1926b-3988-4f0a-b408-03813a8b99bf,10,Michelle Anderson,Female,58,101.47,withdrawal,"750 Madison Avenue, Midtown New York"
2/9/2025,07602a7f-c405-4941-8446-6911606016e9,10,Michelle Anderson,Female,58,362.81,withdrawal,"360 Convent Avenue Branch, Uptown New York"
2/6/2025,4412cc98-77a5-4734-b912-4f10274307e6,5,Michael Holt,Female,35,195.15,withdrawal,"750 Madison Avenue, Midtown New York"
1/31/2025,8c3bd64e-c464-4ab4-b175-d032eb6025ef,7,Joshua Frank,Male,31,1076.53,withdrawal,"360 Convent Avenue Branch, Uptown New York"
2/3/2025,40f027ca-cdc5-4690-99ea-8c0326d99e82,7,Joshua Frank,Male,31,291.76,withdrawal,"300 Houston Street Branch, Downtown New York"
2/1/2025,8e260834-1024-4758-af34-31676b5c818c,9,Kenneth Terry,Female,50,1003.42,deposit,"100 Wall Street Branch, Downtown New York"
2/5/2025,98884a5e-2c25-48da-94dd-76c14a9335fd,6,Matthew Jones,Female,58,1991.66,deposit,"360 Convent Avenue Branch, Uptown New York"
2/6/2025,80015caf-3083-4a58-83ca-a291c4599d85,2,Michelle Sweeney,Male,20,1489.45,withdrawal,"360 Convent Avenue Branch, Uptown New York"
2/1/2025,e8830275-ce1f-4c7a-a0b3-e33a63fc1ada,6,Matthew Jones,Female,58,1919.41,withdrawal,"Grand Central Station ATM, Midtown  New York"
2/6/2025,48bbd7f0-d9d4-4261-a1b9-e0796228d9a9,10,Michelle Anderson,Female,58,1899.92,deposit,"100 Wall Street Branch, Downtown New York"
2/7/2025,4fbd0942-9102-4c49-a60a-bbbef762ae4c,7,Peter Williams,Female,24,2409.25,deposit,"Grand Central Station ATM, Midtown  New York"
2/2/2025,4887afe2-60f1-47ca-87ad-c91bad70fa65,5,Theodore Krause,Male,29,1737.42,deposit,"Grand Central Station ATM, Midtown  New York"
2/2/2025,4b980756-d4e4-47a5-b932-151024ba8ecc,8,Paul Ortiz,Male,36,486.16,deposit,"Grand Central Station ATM, Midtown  New York"
2/7/2025,e3db939d-45ee-45fb-8361-68f5ab281e36,7,Peter Williams,Female,24,1795.73,withdrawal,"Grand Central Station ATM, Midtown  New York"
2/8/2025,3372c74e-082f-4bce-8033-73139104d6ec,8,Paul Ortiz,Male,36,687.99,deposit,"Grand Central Station ATM, Midtown  New York"
2/8/2025,8463c9be-b32b-4684-901f-c7240557b1c6,3,Helen Palmer,Male,23,1116.34,withdrawal,"Grand Central Station ATM, Midtown  New York"
2/9/2025,d1e0d832-f3a6-44d0-9ded-1a90b64ae702,8,Paul Ortiz,Male,36,2282.03,deposit,"Grand Central Station ATM, Midtown  New York"
2/9/2025,70140133-24be-49e8-9c05-1ea80bb93636,3,Helen Palmer,Male,23,899.18,deposit,"Grand Central Station ATM, Midtown  New York"
2/1/2025,705524aa-d878-4e6b-991f-3f9a10825cc5,7,Peter Williams,Female,24,668.67,deposit,"Grand Central Station ATM, Midtown  New York"
2/4/2025,17964289-a19e-4d76-a261-9cc456575b36,2,Scott Davidson,Female,36,106.54,deposit,"Grand Central Station ATM, Midtown  New York"
2/4/2025,7b0a6974-643e-49ae-8f7a-4b2f3d70f40a,2,Scott Davidson,Female,36,2419.94,deposit,"Grand Central Station ATM, Midtown  New York"
2/3/2025,60172176-6cf3-4d3f-b9a9-9b31a15caa41,5,Theodore Krause,Male,29,1470.85,withdrawal,"Grand Central Station ATM, Midtown  New York"
2/6/2025,472ca5ba-5830-40bd-be83-d1f9914f40ef,6,Linda Montoya,Male,36,1162.15,deposit,"Grand Central Station ATM, Midtown  New York"
2/1/2025,681637d6-0cf1-401f-b929-36d4442a247e,4,Alexandra Schmidt,Male,48,2251.49,deposit,"Grand Central Station ATM, Midtown  New York"
2/6/2025,3b39575f-6ce8-422b-833c-f565799c740e,1,Austin Roberson,Female,55,2114.38,withdrawal,"300 Houston Street Branch, Downtown New York"
1/31/2025,437a96c1-2845-42bb-ac48-0c74bd8050c2,3,Helen Palmer,Male,23,2467.31,deposit,"Grand Central Station ATM, Midtown  New York"
2/7/2025,833bc10d-6895-4270-8fd9-3e10b6719f67,9,Joshua Snyder,Female,49,1537.18,withdrawal,"Grand Central Station ATM, Midtown  New York"
2/9/2025,fcffb854-f19b-48c7-94f9-5ff9ffc8e00e,5,Theodore Krause,Male,29,1436.5,deposit,"Grand Central Station ATM, Midtown  New York"
2/1/2025,665c7ec6-6e8a-4890-b8af-994c44baa1a5,3,Helen Palmer,Male,23,1873.65,withdrawal,"Grand Central Station ATM, Midtown  New York"
2/1/2025,ab07514c-ef2b-4ffd-bb38-58e594ab7c88,4,Alexandra Schmidt,Male,48,1228.4,deposit,"Grand Central Station ATM, Midtown  New York"
1/31/2025,0f606305-e483-46f2-8be0-3c6ed16409f9,1,Austin Roberson,Female,55,1135.83,withdrawal,"Grand Central Station ATM, Midtown  New York"
2/6/2025,b5f989b3-3994-400d-9994-7ee8a0a43335,3,Helen Palmer,Male,23,2254.96,deposit,"Grand Central Station ATM, Midtown  New York"
1/31/2025,29bc4bd4-9964-44a9-9da4-4cf7bda7a33c,9,Joshua Snyder,Female,49,1654.23,deposit,"Grand Central Station ATM, Midtown  New York"
2/2/2025,7332d44c-14fe-4ffa-bd37-494edd31c394,8,Paul Ortiz,Male,36,1030.26,withdrawal,"Grand Central Station ATM, Midtown  New York"
2/5/2025,a0f5384e-6603-4f22-bf53-c99e64b1b658,8,Paul Ortiz,Male,36,1180.42,withdrawal,"Grand Central Station ATM, Midtown  New York"
2/4/2025,a6968d28-0ac0-4b6f-b510-3e860c8183a7,6,Linda Montoya,Male,36,1494.76,withdrawal,"100 Wall Street Branch, Downtown New York"
2/1/2025,d6a9442c-2e9d-4017-bb1b-aa4139ca035f,4,Alexandra Schmidt,Male,48,803.95,deposit,"100 Wall Street Branch, Downtown New York"
1/31/2025,9613788b-be46-4f23-a20e-601f3373d896,8,Paul Ortiz,Male,36,2032.92,withdrawal,"100 Wall Street Branch, Downtown New York"
2/2/2025,feb469b1-f239-48f1-90b3-85bc974bdd19,5,Theodore Krause,Male,29,1482.46,deposit,"100 Wall Street Branch, Downtown New York"
2/2/2025,ddd3a23d-af0e-4bd2-afaa-e9b275047ff1,1,Austin Roberson,Female,55,1640.17,deposit,"100 Wall Street Branch, Downtown New York"
1/31/2025,640eab04-f114-44aa-b838-02a5ce1ca26c,1,Austin Roberson,Female,55,2442.51,withdrawal,"100 Wall Street Branch, Downtown New York"
2/7/2025,ef3b5ca4-23f4-4c43-a483-d65370a340b9,4,Alexandra Schmidt,Male,48,2281.73,withdrawal,"100 Wall Street Branch, Downtown New York"
2/3/2025,34253393-58e5-4eec-bd0f-80b63597c340,7,Peter Williams,Female,24,1027.39,deposit,"100 Wall Street Branch, Downtown New York"
2/1/2025,af9fe30a-35d8-4549-afc8-d4feabd58d06,3,Helen Palmer,Male,23,448.14,withdrawal,"100 Wall Street Branch, Downtown New York"
2/5/2025,f37037ab-8fef-477f-bb37-5d6f6b42851c,6,Linda Montoya,Male,36,1650.24,deposit,"100 Wall Street Branch, Downtown New York"
2/5/2025,2bb6dfd4-2034-4e35-ac9f-5fdae53fcfa9,1,Austin Roberson,Female,55,2136.84,withdrawal,"100 Wall Street Branch, Downtown New York"
2/1/2025,67bf08b2-3923-45db-952a-6f538db6d9ef,9,Joshua Snyder,Female,49,1579.33,deposit,"100 Wall Street Branch, Downtown New York"
2/9/2025,ff0200c2-f981-4d3c-b2fe-30338a2ec9b8,10,Rachel Meyer,Male,57,1169.38,withdrawal,"100 Wall Street Branch, Downtown New York"
2/2/2025,8fec1dd2-0416-4193-98de-7c1ef73b01b0,7,Peter Williams,Female,24,1733.18,deposit,"100 Wall Street Branch, Downtown New York"
2/6/2025,57f3f87b-cb9d-4e8f-936a-79073b782dc0,9,Joshua Snyder,Female,49,66.06,withdrawal,"100 Wall Street Branch, Downtown New York"
2/3/2025,37d1ec5a-2f02-4454-919d-ca22b2166e46,8,Paul Ortiz,Male,36,912.85,deposit,"100 Wall Street Branch, Downtown New York"
2/3/2025,b03f27ab-16bb-4e69-a255-1c50d998ef6d,1,Austin Roberson,Female,55,1773.02,deposit,"100 Wall Street Branch, Downtown New York"
2/2/2025,c8f5e36e-1c87-4965-8a02-a5a87c4c0c37,2,Scott Davidson,Female,36,210.13,deposit,"100 Wall Street Branch, Downtown New York"
2/5/2025,86a909fc-b6e3-40fa-bd89-7938d3768ed5,9,Joshua Snyder,Female,49,1393.65,withdrawal,"100 Wall Street Branch, Downtown New York"
2/3/2025,6fe1881c-f8ed-4241-9584-92a7606400dd,8,Paul Ortiz,Male,36,899.07,withdrawal,"100 Wall Street Branch, Downtown New York"
2/7/2025,e48e6340-a94f-45fd-b69a-dc310a6c3f55,9,Joshua Snyder,Female,49,1965.6,withdrawal,"100 Wall Street Branch, Downtown New York"
1/31/2025,edacbfd2-32f7-4b47-b6eb-45263159bd43,4,Alexandra Schmidt,Male,48,2410.89,deposit,"100 Wall Street Branch, Downtown New York"
1/31/2025,f8837017-38f9-4dcd-a416-53d0182c1f26,9,Joshua Snyder,Female,49,1067.24,withdrawal,"100 Wall Street Branch, Downtown New York"
2/7/2025,1655335c-6e17-4f14-84d1-a7e5d76c57ee,1,Austin Roberson,Female,55,564.65,deposit,"100 Wall Street Branch, Downtown New York"
2/5/2025,14f43954-90fa-4c54-bda9-c3a0a8f901ee,5,Theodore Krause,Male,29,1701.44,deposit,"100 Wall Street Branch, Downtown New York"
2/7/2025,10edd921-3122-4787-85c0-1589067250d2,7,Peter Williams,Female,24,1373.65,deposit,"100 Wall Street Branch, Downtown New York"
2/7/2025,7c7dea76-49a7-4b0c-a584-5e22b10d5361,3,Helen Palmer,Male,23,184.03,deposit,"300 Houston Street Branch, Downtown New York"
2/9/2025,a312fb93-33c6-4c0a-8547-0d8d77c5adc6,4,Alexandra Schmidt,Male,48,2325.56,deposit,"300 Houston Street Branch, Downtown New York"
2/6/2025,b3f06689-8847-4f71-bc68-38f22022651f,2,Scott Davidson,Female,36,537.18,deposit,"300 Houston Street Branch, Downtown New York"
2/6/2025,2d6fd5d0-1584-47c4-a885-d69d8f21c349,2,Scott Davidson,Female,36,327.3,withdrawal,"300 Houston Street Branch, Downtown New York"
2/1/2025,d36f420f-469d-4e80-be27-f1c286cf8c40,10,Rachel Meyer,Male,57,1157.6,withdrawal,"300 Houston Street Branch, Downtown New York"
2/5/2025,227efcab-97e7-4cd4-9018-4787433d0e5b,7,Peter Williams,Female,24,1688.92,deposit,"300 Houston Street Branch, Downtown New York"
2/4/2025,c7b8af60-51a2-4528-ac0b-2663e8b63dd7,5,Theodore Krause,Male,29,1816.31,withdrawal,"300 Houston Street Branch, Downtown New York"
2/2/2025,9bc148ac-8771-4072-83c4-556624821f83,8,Paul Ortiz,Male,36,1803.68,deposit,"300 Houston Street Branch, Downtown New York"
1/31/2025,e544d41f-fecc-4f72-a5c7-9d56c5222a5f,8,Paul Ortiz,Male,36,179.07,withdrawal,"300 Houston Street Branch, Downtown New York"
2/2/2025,9bab152c-b579-4eed-9f2b-1e948378526f,7,Peter Williams,Female,24,741.56,withdrawal,"300 Houston Street Branch, Downtown New York"
2/9/2025,eec6ab6b-fad6-460c-b364-4d287444cfe0,9,Joshua Snyder,Female,49,1476.92,deposit,"300 Houston Street Branch, Downtown New York"
2/8/2025,60ccb4aa-f4ea-4414-8517-063f4a0e75b1,8,Paul Ortiz,Male,36,1456.81,deposit,"750 Madison Avenue, Midtown New York"
2/6/2025,0dca34c8-1b23-4f39-8c9e-d8a20c5c4314,4,Alexandra Schmidt,Male,48,980.55,withdrawal,"300 Houston Street Branch, Downtown New York"
2/2/2025,a648bf50-2919-4f20-8c44-a7c04227988b,3,Helen Palmer,Male,23,276.95,deposit,"300 Houston Street Branch, Downtown New York"
2/7/2025,8a0110b2-969d-425a-ac26-2890e25ae21d,5,Theodore Krause,Male,29,356.86,withdrawal,"300 Houston Street Branch, Downtown New York"
2/4/2025,7163401b-b9ab-4425-819f-25ee4647beba,4,Alexandra Schmidt,Male,48,2351.1,deposit,"300 Houston Street Branch, Downtown New York"
2/2/2025,ee5765b7-9fb0-441a-a7d3-8ab1283db9ec,6,Linda Montoya,Male,36,139.25,deposit,"300 Houston Street Branch, Downtown New York"
2/2/2025,387d5b70-acbe-4a41-bdea-fd49c06c6e55,2,Scott Davidson,Female,36,598.95,withdrawal,"300 Houston Street Branch, Downtown New York"
2/2/2025,1d0242f7-8268-4e77-9fbc-7806c05b8f36,1,Austin Roberson,Female,55,1732.62,withdrawal,"300 Houston Street Branch, Downtown New York"
2/4/2025,b330911d-c1a4-4571-a72b-aff6ec186c70,4,Alexandra Schmidt,Male,48,816.64,withdrawal,"300 Houston Street Branch, Downtown New York"
2/6/2025,701705db-4d10-4e2b-b99e-8a594acc07f4,1,Austin Roberson,Female,55,953.27,withdrawal,"300 Houston Street Branch, Downtown New York"
2/4/2025,bf7c931e-9b62-4ec5-a421-f108daf42081,9,Joshua Snyder,Female,49,1253.38,deposit,"300 Houston Street Branch, Downtown New York"
2/7/2025,4444c77f-b187-4db4-aea1-b60f4e327264,8,Paul Ortiz,Male,36,290.75,withdrawal,"300 Houston Street Branch, Downtown New York"
2/3/2025,d840c0b6-4e57-4905-875f-c3ef360da82b,10,Rachel Meyer,Male,57,2228.25,withdrawal,"300 Houston Street Branch, Downtown New York"
2/5/2025,fc81d0c7-d5e0-45a1-92ec-67ef8bcfbed4,5,Theodore Krause,Male,29,718.26,withdrawal,"300 Houston Street Branch, Downtown New York"
2/1/2025,7c63ebe3-904f-493a-934e-f88ce5a6f861,6,Linda Montoya,Male,36,975.41,deposit,"300 Houston Street Branch, Downtown New York"
2/4/2025,afadd932-f950-44b1-b9d1-24367ec6b327,9,Joshua Snyder,Female,49,966.26,withdrawal,"800 Water Street Branch, Downtown New York"
2/5/2025,cce1c802-d834-473e-9e65-193eb3a4dbb9,6,Linda Montoya,Male,36,124.47,withdrawal,"300 Houston Street Branch, Downtown New York"
2/7/2025,737c145c-e508-4dae-aaa8-e1997ae4cc84,2,Scott Davidson,Female,36,1875.93,deposit,"300 Houston Street Branch, Downtown New York"
2/9/2025,89c99e1a-c532-44ab-91fa-442e96323fda,8,Paul Ortiz,Male,36,2427.6,withdrawal,"300 Houston Street Branch, Downtown New York"
1/31/2025,73229691-90a1-4fe2-9345-da621cc1f995,1,Austin Roberson,Female,55,1564.51,withdrawal,"300 Houston Street Branch, Downtown New York"
2/8/2025,7eca2c87-ca8c-4a90-8f46-0ae216f5c888,7,Peter Williams,Female,24,34.48,withdrawal,"300 Houston Street Branch, Downtown New York"
1/31/2025,c5767408-91b9-452f-a3d0-0b28e4da1a29,4,Alexandra Schmidt,Male,48,2403.28,withdrawal,"300 Houston Street Branch, Downtown New York"
2/8/2025,5ce2fa92-fc61-46d5-b410-64065259cabc,1,Austin Roberson,Female,55,231.28,withdrawal,"300 Houston Street Branch, Downtown New York"
2/6/2025,a7f5a5ba-c618-4252-8bd4-691bb89ee948,8,Paul Ortiz,Male,36,1097.17,withdrawal,"300 Houston Street Branch, Downtown New York"
2/1/2025,13c5664a-4521-4677-98c3-2a8daa653411,8,Paul Ortiz,Male,36,1352.5,deposit,"800 Water Street Branch, Downtown New York"
2/5/2025,c9364a70-3ccf-4925-adb5-946fab597442,1,Austin Roberson,Female,55,1156.78,withdrawal,"800 Water Street Branch, Downtown New York"
2/7/2025,0b3f99bc-bac2-4025-b89b-3c7ac51e5bfa,6,Linda Montoya,Male,36,2229.79,deposit,"300 Houston Street Branch, Downtown New York"
2/7/2025,1a065195-d405-4170-9bc7-5baead57a52e,4,Alexandra Schmidt,Male,48,2378.5,deposit,"300 Houston Street Branch, Downtown New York"
2/9/2025,03e04ca3-3bc0-4b6d-8516-e37c32667e1b,8,Paul Ortiz,Male,36,2288.85,withdrawal,"300 Houston Street Branch, Downtown New York"
2/3/2025,769b1e79-b375-425d-a8b6-e648e468ffa0,3,Helen Palmer,Male,23,807.33,deposit,"300 Houston Street Branch, Downtown New York"
2/3/2025,bd521be9-2a79-40c8-b682-e4abb8bc27ab,8,Paul Ortiz,Male,36,346.41,withdrawal,"300 Houston Street Branch, Downtown New York"
2/7/2025,59cf9efc-afa9-4692-a90a-5a51f35dd055,8,Paul Ortiz,Male,36,755.04,deposit,"300 Houston Street Branch, Downtown New York"
2/7/2025,7a21e2f5-ca65-4f6f-b174-147bc8eb7122,8,Paul Ortiz,Male,36,2075.64,deposit,"300 Houston Street Branch, Downtown New York"
2/6/2025,bc3b8a99-3cb6-48d2-8018-9eaca6782e79,9,Joshua Snyder,Female,49,394.38,withdrawal,"300 Houston Street Branch, Downtown New York"
2/8/2025,94072057-9f8e-4580-bbf6-4f7455ab494b,7,Peter Williams,Female,24,2438.68,deposit,"300 Houston Street Branch, Downtown New York"
2/1/2025,5297e1f4-ec92-4889-8185-2eb6cc7d0d99,4,Alexandra Schmidt,Male,48,1999,withdrawal,"300 Houston Street Branch, Downtown New York"
2/2/2025,a55ebdeb-b4c8-4fc2-b4e2-803e45496f4a,1,Austin Roberson,Female,55,749.23,deposit,"300 Houston Street Branch, Downtown New York"
2/6/2025,f72060c5-2a8e-4e1c-b6f9-681f3298f2da,7,Peter Williams,Female,24,1197.94,deposit,"300 Houston Street Branch, Downtown New York"
2/7/2025,b7b8fa09-ff2e-4143-b816-7b954dc157da,9,Joshua Snyder,Female,49,1056.23,withdrawal,"300 Houston Street Branch, Downtown New York"
1/31/2025,ddd45e68-d89e-4c6c-a7d5-19901084a975,3,Helen Palmer,Male,23,644.94,withdrawal,"300 Houston Street Branch, Downtown New York"
1/31/2025,964506f3-374a-43c6-9066-f2fe2176407e,3,Helen Palmer,Male,23,1942.39,deposit,"300 Houston Street Branch, Downtown New York"
2/2/2025,ea9177f3-93ca-4c4f-86ef-d21ea7fc8b2e,3,Helen Palmer,Male,23,1692.43,withdrawal,"300 Houston Street Branch, Downtown New York"
2/2/2025,49ce0cc5-840f-4e5f-b7d3-e1588247ed7c,5,Theodore Krause,Male,29,1775.37,deposit,"300 Houston Street Branch, Downtown New York"
2/4/2025,4fae2593-3b7e-4abc-8f13-57e23d85de45,2,Scott Davidson,Female,36,1875.3,withdrawal,"300 Houston Street Branch, Downtown New York"
2/6/2025,bc3a8620-7d54-4f8c-9358-5571e13158c7,10,Rachel Meyer,Male,57,2147.22,withdrawal,"300 Houston Street Branch, Downtown New York"
2/7/2025,4065449f-1c7e-4c36-bec5-08174b4f9fb7,3,Helen Palmer,Male,23,1161.91,deposit,"300 Houston Street Branch, Downtown New York"
2/5/2025,4f0776f6-8246-43f8-87a6-e687cd3dc606,1,Austin Roberson,Female,55,1614.93,withdrawal,"300 Houston Street Branch, Downtown New York"
2/9/2025,0d10ad12-541a-4a7e-9b4f-890335b4b01f,10,Rachel Meyer,Male,57,2110.45,withdrawal,"300 Houston Street Branch, Downtown New York"
2/6/2025,5709fc07-e799-4a37-bef8-b4752762e9fd,7,Peter Williams,Female,24,72.66,withdrawal,"300 Houston Street Branch, Downtown New York"
2/9/2025,b228e9ae-dcd9-41e7-9049-2b52d1b998b8,5,Theodore Krause,Male,29,1091.21,deposit,"300 Houston Street Branch, Downtown New York"
1/31/2025,c7551125-7a1d-43b3-8963-71d02a6b9a38,7,Peter Williams,Female,24,826.26,withdrawal,"300 Houston Street Branch, Downtown New York"
2/9/2025,e1a2bd0e-9eb7-4aeb-b78e-aa2e546b94db,10,Rachel Meyer,Male,57,1301.56,deposit,"300 Houston Street Branch, Downtown New York"
2/5/2025,1882ecd7-2a8a-40ab-ba69-c4cc8f3de25b,10,Rachel Meyer,Male,57,2074.69,deposit,"300 Houston Street Branch, Downtown New York"
2/5/2025,6fe1a55a-f4a1-4ea5-a508-5eb6c27fb516,4,Alexandra Schmidt,Male,48,1998.72,withdrawal,"300 Houston Street Branch, Downtown New York"
2/5/2025,1571b415-cc60-48fd-aed4-24aac4c2f106,7,Peter Williams,Female,24,1571.99,withdrawal,"300 Houston Street Branch, Downtown New York"
2/1/2025,433e7f10-ebe3-4784-8a63-2bfa0ae6412b,6,Linda Montoya,Male,36,443.6,withdrawal,"300 Houston Street Branch, Downtown New York"
2/7/2025,b1097722-e5b7-4570-8963-76725357f96e,4,Alexandra Schmidt,Male,48,421.81,deposit,"300 Houston Street Branch, Downtown New York"
1/31/2025,c1c3ff6c-bace-4161-b74f-4536ae81d7fc,10,Rachel Meyer,Male,57,2069.97,withdrawal,"300 Houston Street Branch, Downtown New York"
2/1/2025,6e79d722-a18a-471a-9f5f-5f14c1b5dd78,6,Linda Montoya,Male,36,2237.94,withdrawal,"360 Convent Avenue Branch, Uptown New York"
2/8/2025,6d1f49a4-a7e9-414e-9a1a-c3e9eef4a15b,1,Austin Roberson,Female,55,202.66,deposit,"300 Houston Street Branch, Downtown New York"
2/8/2025,de285896-1273-4992-94ef-a5b94ac932aa,3,Helen Palmer,Male,23,620.86,deposit,"360 Convent Avenue Branch, Uptown New York"
2/1/2025,ddffff03-00df-4030-ae2f-64e8c92286d5,6,Linda Montoya,Male,36,1836.41,withdrawal,"300 Houston Street Branch, Downtown New York"
2/6/2025,7686af74-973f-4c0c-9a7b-ee49d6246551,5,Theodore Krause,Male,29,2473.8,withdrawal,"300 Houston Street Branch, Downtown New York"
2/8/2025,7383346a-d343-438a-ba84-16d837aeb2d9,4,Alexandra Schmidt,Male,48,433.1,withdrawal,"300 Houston Street Branch, Downtown New York"
2/6/2025,653b0521-f4a4-4fef-aee7-15b9aa52bbb2,1,Austin Roberson,Female,55,1086.23,deposit,"300 Houston Street Branch, Downtown New York"
2/4/2025,2a52ca5a-8028-4f9b-87a7-a930f94ff7d0,3,Helen Palmer,Male,23,205.55,withdrawal,"300 Houston Street Branch, Downtown New York"
2/6/2025,ba7ef14c-a24e-423f-a7ce-8e56b4e6bc41,2,Scott Davidson,Female,36,217.59,withdrawal,"300 Houston Street Branch, Downtown New York"
2/5/2025,1f3416b9-28c1-4b32-b83d-e1baade99e79,6,Linda Montoya,Male,36,1495.58,deposit,"300 Houston Street Branch, Downtown New York"
2/9/2025,d0255f96-0ae6-4a78-a587-411eb5c166dc,4,Alexandra Schmidt,Male,48,1802.4,withdrawal,"300 Houston Street Branch, Downtown New York"
2/9/2025,be98c489-c322-48ee-a835-2c2fff6357a3,9,Joshua Snyder,Female,49,1213.15,withdrawal,"300 Houston Street Branch, Downtown New York"
2/5/2025,401a9869-e7e3-4584-88be-4d98aeb5ce76,4,Alexandra Schmidt,Male,48,38.47,deposit,"300 Houston Street Branch, Downtown New York"
2/6/2025,a4a0b0e7-0281-4672-bd8b-654901d9e47f,10,Rachel Meyer,Male,57,398.45,deposit,"300 Houston Street Branch, Downtown New York"
2/9/2025,fcc94918-72f3-4d03-8a84-e046caec5494,3,Helen Palmer,Male,23,2341.57,deposit,"300 Houston Street Branch, Downtown New York"
2/3/2025,7a1472b7-9d60-4284-8151-ffc74cdd0365,7,Peter Williams,Female,24,798.53,withdrawal,"300 Houston Street Branch, Downtown New York"
2/2/2025,7cc03d43-8de7-4fdf-9cdd-5819e9ae006e,5,Theodore Krause,Male,29,2426.25,withdrawal,"800 Water Street Branch, Downtown New York"
2/7/2025,6b86850c-db3c-4a21-94d0-7ef13d36bef1,10,Rachel Meyer,Male,57,698.65,deposit,"300 Houston Street Branch, Downtown New York"
